NOMBRE,CATEGORIA,COORDENADAS
VLADECK HOUSES BUILDING 3,Residencial,POINT (-73.983587451094 40.71290954361)
ALEXANDER ROBERTSON SCHOOL,Educativo,POINT (-73.965515586443 40.791298827766)
UPPER EAST ORTHOPAEDICS,Comercial,POINT (-73.952087329402 40.775637378199)
PS 11 WILLIAM T HARRIS,Educativo,POINT (-74.000827976436 40.744371410804)
CENTRAL PARK DELACORTE CLOCK,Recreativo,POINT (-73.971196335777 40.768113467813)
BOWERY HOUSE HOTEL,Comercial,POINT (-73.993715335708 40.721986941199)
CITY COLLEGE ALUMNI HOUSE,Cultural,POINT (-73.948218994423 40.822299317026)
CAMPOS PLAZA II HOUSES BUILDING 3,Residencial,POINT (-73.976809504713 40.728264410048)
IS 528 BEA FULLER RODGERS SCHOOL,Educativo,POINT (-73.93464330232 40.850635857919)
CITY COLLEGE TOWNSEND HARRIS HALL,Educativo,POINT (-73.95018266987 40.820987126346)
VOLNEY RESIDENCES,Residencial,POINT (-73.96475394747 40.773386853623)
CARVER HOUSES BUILDING 5,Residencial,POINT (-73.950496635632 40.790317333211)
BELASCO THEATRE,Cultural,POINT (-73.983841862415 40.756682933799)
RITZ CARLTON RESIDENCES BATTERY PARK,Residencial,POINT (-74.017331198754 40.705720727937)
BERNARD FAMILY PLAYGROUND,Recreativo,POINT (-73.950396249026 40.795769416944)
BOLIVAR BUILDING,Residencial,POINT (-73.970843517328 40.783614921464)
NYU BROADWAY BLOCK D,Educativo,POINT (-73.994150757152 40.729439032199)
EAST SIDE COMMUNITY HIGH SCHOOL,Educativo,POINT (-73.982402980337 40.729272063642)
PS 7 SAMUEL STERN,Educativo,POINT (-73.939339013824 40.800849874452)
TRAMWAY PLAZA,Recreativo,POINT (-73.964402193326 40.761000929783)
NEW YORK UNIVERSITY SILVER TOWERS,Educativo,POINT (-73.997957913191 40.726911532718)
SHOWCARD HOTEL,Comercial,POINT (-73.988055370431 40.755471816433)
NEW YORK UNIVERSITY PLESS ANNEX,Educativo,POINT (-73.995830350755 40.729869056929)
WASHINGTON HOUSES BUILDING 2,Residencial,POINT (-73.947542369872 40.785821533552)
NEW YORK UNIVERSITY ALUMNI HALL,Educativo,POINT (-73.989012747599 40.730159851718)
YORKVILLE POST OFFICE,Gobierno,POINT (-73.951383544029 40.781624397179)
ST ALOYSIUS SCHOOL,Educativo,POINT (-73.946064372809 40.813995498398)
CHATWAL HOTEL,Comercial,POINT (-73.98458400708 40.756563021052)
AMSTERDAM HOUSES BUILDING 3,Residencial,POINT (-73.98591769983 40.773421398715)
BARUCH HOUSES BUILDING 14,Residencial,POINT (-73.979988154243 40.716847969313)
CENTRAL PARK NORTH MEADOW RECREATION CENTER,Recreativo,POINT (-73.959820285499 40.791213973818)
FRENCH CONSULATE,Gobierno,POINT (-73.96558153328 40.77405199918)
URBAN ACADEMY LABORATORY HIGH SCHOOL,Educativo,POINT (-73.959520580956 40.765602244693)
CORSI PROJECTS,Residencial,POINT (-73.936851226059 40.797081336252)
WEBSTER LIBRARY,Cultural,POINT (-73.951322417104 40.770636702479)
SILBERMAN SCHOOL OF SOCIAL WORK,Educativo,POINT (-73.93933595786 40.79998283296)
BELLEVUE HOSP R AND S BUILDING,Salud,POINT (-73.976155095726 40.739622560354)
WILSON HOUSES,Residencial,POINT (-73.939540722672 40.788934273009)
US ARMY RECRUITING TIMES SQUARE,Gobierno,POINT (-73.986223706242 40.756816650013)
WHOLE FOODS MARKET UNION SQUARE,Comercial,POINT (-73.991402199359 40.734688587725)
CANAL STREET POST OFFICE,Gobierno,POINT (-74.004012623233 40.720620298818)
LIFE SPIRE GARDEN,Recreativo,POINT (-73.938498917095 40.802606137097)
NEW YORK UNIVERSITY CARLYLE COURT,Educativo,POINT (-73.991159469185 40.736298685457)
NYU CENTER FOR DATA SCIENCE,Educativo,POINT (-73.994728446545 40.734968510295)
RANDALLS ISLAND FIELD 90,Recreativo,POINT (-73.930815316096 40.786388827092)
LOWER EAST SIDE PREPARATORY HIGH SCHOOL,Educativo,POINT (-73.98594711571 40.720519078005)
HOBBS COURT BUILDING,Residencial,POINT (-73.943372816763 40.787864746638)
PLAYERS THEATRE,Cultural,POINT (-74.000584783596 40.730119770406)
HOSPITAL FOR SPECIAL SURGERY 75 ST CAMPUS,Salud,POINT (-73.953049776118 40.769328134386)
HARLEM RIVER DRIVEWAY MALLS,Recreativo,POINT (-73.935474605211 40.835545858238)
NEW YORK PRESBYTERIAN HOSPITAL WEILL CORNELL MEDICAL CENTER,Salud,POINT (-73.95419474736 40.764377763015)
WAGNER HOUSES BUILDING 20,Residencial,POINT (-73.93233159938 40.800886305997)
HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,Educativo,POINT (-73.926493211823 40.855461401495)
RANDALLS ISLAND FIELD 70,Recreativo,POINT (-73.928359275354 40.7837897425)
RIVERSIDE PREMIER REHABILITATION & HEALING CENTER,Salud,POINT (-73.979536453011 40.790654517218)
COLUMBIA UNIVERSITY MEDICAL CENTER NEUROLOGICAL INSTITUTE OF NEW YORK,Salud,POINT (-73.942795711753 40.8421725417)
ST NICHOLAS HOUSES BUILDING 8,Residencial,POINT (-73.94870269517 40.812869495415)
INTERNATIONAL HOUSE NORTH,Residencial,POINT (-73.961462668611 40.814131529584)
PIER 72 RESTAURANT,Comercial,POINT (-73.984384869978 40.779580981233)
HRA MEDICAID OFFICE MANHATTANVILLE COMMUNITY,Gobierno,POINT (-73.954427210377 40.819592989345)
QUIN HOTEL,Comercial,POINT (-73.977447023345 40.764659315345)
MURPHY BROTHERS PLAYGROUND,Recreativo,POINT (-73.973566419211 40.730342077767)
LA GUARDIA HOUSES BUILDING 4,Residencial,POINT (-73.987198592766 40.71184529602)
MARSHALL ISLANDS MISSION TO THE UN,Gobierno,POINT (-73.971542076372 40.750229228072)
WAGNER HOUSES BUILDING 1,Residencial,POINT (-73.929748836749 40.797441363248)
HOLIDAY INN EXPRESS MADISON SQUARE GARDEN,Comercial,POINT (-73.994515943509 40.748333249848)
RIVERSIDE TOWERS HOTEL,Comercial,POINT (-73.981689493106 40.78562241119)
PS 153 ADAM CLAYTON POWELL,Educativo,POINT (-73.947302344093 40.826356585622)
ROCKEFELLER UNIVERSITY COMPARATIVE BIOSCIENCE CENTE,Educativo,POINT (-73.957184256436 40.761436818809)
WALD HOUSES BUILDING 10,Residencial,POINT (-73.975662669436 40.721541609272)
WALD HOUSES BUILDING 5,Residencial,POINT (-73.976744868164 40.722073232953)
PS 143 ANNEX,Educativo,POINT (-73.931430774352 40.848943855601)
GERTRUDE EDERLE RECREATION CENTER PLAYGROUND,Recreativo,POINT (-73.988574430268 40.77124594992)
TRIBECA DOG RUN WARREN STREET,Recreativo,POINT (-74.012081504381 40.716234883757)
AUSTRIA TRADE COMMISSION,Gobierno,POINT (-73.983977538038 40.757039301433)
NEW YORK UNIVERSITY 113 UNIVERSITY PLACE,Educativo,POINT (-73.992175759968 40.734323349648)
LITHUANIA CONSULATE,Gobierno,POINT (-73.983197593849 40.750775206445)
TRIBECA DOG RUN HUDSON RIVER PARK,Recreativo,POINT (-74.012337754647 40.721521701173)
THE SHERWOOD,Residencial,POINT (-73.970430758659 40.80137028336)
COLUMBIA UNIVERSITY LENFEST HALL,Educativo,POINT (-73.958009926677 40.809932214375)
UKRAINIAN MUSEUM,Cultural,POINT (-73.989708585157 40.727742090648)
MT SINAI ANNENBERG BUILDING,Salud,POINT (-73.953352324368 40.789742322018)
ECUADOR MISSION TO UN,Gobierno,POINT (-73.96552735248 40.752162576511)
KAYSER ROTH,Comercial,POINT (-73.985487330746 40.74767241448)
TRINITY SCHOOL,Educativo,POINT (-73.971356313989 40.790521133168)
BARNARD COLLEGE BROOKS HALL,Educativo,POINT (-73.96431460583 40.808437193865)
SAMUEL I MHOP HOUSES BUILDING 40,Residencial,POINT (-73.940949087673 40.818524132665)
SUNKEN MEADOW FIELD 17,Recreativo,POINT (-73.919130134627 40.794245084002)
BROWNSTONES HOUSES BUILDING 4,Residencial,POINT (-73.969984134307 40.791568949114)
FREDERICK DOUGLASSPLAYGROUND MINI POOL,Recreativo,POINT (-73.96750592405 40.796899272204)
CENTRAL PARK GROUP OF BEARS SCULPTURE,Recreativo,POINT (-73.963942627019 40.777496619676)
PS 41 GREENWICH VILLAGE,Educativo,POINT (-73.999151130292 40.735561166392)
SAN CARLOS HOTEL,Comercial,POINT (-73.971513962067 40.755979502065)
JEFFERSON HOUSES BUILDING 3,Residencial,POINT (-73.937140373664 40.795372589212)
SAMUEL CITY HOUSES BUILDING 24,Residencial,POINT (-73.93834166845 40.819840268512)
OMAN MISSION TO THE UN,Gobierno,POINT (-73.96916371752 40.752868435276)
STERN COLLEGE FOR WOMEN,Educativo,POINT (-73.97926587235 40.746667907898)
JACOB K JAVITS FEDERAL OFFICE BUILDING,Gobierno,POINT (-74.004251098391 40.715403812645)
MT SINAI DOCTORS FACULTY PRACTICE ASSOCIATES,Salud,POINT (-73.954040671408 40.789123564222)
TITANIC MEMORIAL PARK,Recreativo,POINT (-74.003665999622 40.707595668392)
MS 324 PATRIA MIRABAL,Educativo,POINT (-73.935867964662 40.839319538066)
CONVENT GARDEN,Recreativo,POINT (-73.942643685102 40.828369613859)
GREGORIO LUPERON HS FOR SCIENCE & MATHEMATICS,Educativo,POINT (-73.938634357464 40.838357883411)
ABC NEWS 24 W 67 ST,Comercial,POINT (-73.979154996439 40.773190916446)
INSTITUTE FOR COLLABORATIVE EDUCATION,Educativo,POINT (-73.982691867915 40.732508982313)
MANHATTAN CENTER FOR SCIENCE & MATHEMATICS SCHOL,Educativo,POINT (-73.933284155764 40.794235724483)
RANDALLS ISLAND FIELD 62,Recreativo,POINT (-73.924498094645 40.783605003654)
L A SCUOLA DITALIA GUGLIELMO MARCONI ELEMENTARY SCHOOL,Educativo,POINT (-73.955006818744 40.78734253033)
CAMBODIA MISSION TO UN,Gobierno,POINT (-73.963653614672 40.75967212816)
DYCKMAN HOUSES BUILDING 3,Residencial,POINT (-73.92330756953 40.861419308646)
CENTER FOR BOOK ARTS,Cultural,POINT (-73.989894610851 40.744818120759)
PORTUGAL CONSULATE,Gobierno,POINT (-73.969886385613 40.752503680432)
TISCH CHILDRENS ZOO SPIDER WEB,Recreativo,POINT (-73.970283029248 40.768346645259)
LOWER EAST SIDE III BUILDING 1,Residencial,POINT (-73.976778912622 40.724569974972)
MANHATTAN COMMUNITY BOARD 4,Gobierno,POINT (-73.99148338295 40.757661414456)
VESUVIO PLAYGROUND MINI POOL,Recreativo,POINT (-74.002311002242 40.725586881244)
DOUGLASS I HOUSES BUILDING 17,Residencial,POINT (-73.963215105133 40.79664578287)
ASSER LEVY POOL,Recreativo,POINT (-73.975495423022 40.735868279913)
COLUMBIA CONSULATE,Gobierno,POINT (-73.978285804526 40.755583735501)
AMERICAN MIME THEATRE,Cultural,POINT (-73.990243500202 40.730765512229)
LIECHTENSTEIN MISSION TO UN,Gobierno,POINT (-73.974881715276 40.749630535661)
BEEKMAN HOTEL,Comercial,POINT (-74.006807760382 40.711224366296)
ST STEPHEN OF HUNGARY SCHOOL,Educativo,POINT (-73.950506745981 40.773802663208)
PS 150,Educativo,POINT (-74.010928101283 40.718288874689)
THE IDEAL SCHOOL OF MANHATTAN W 89 ST,Educativo,POINT (-73.975923934668 40.790452052523)
TUDOR CITY PARK SOUTH,Recreativo,POINT (-73.970828765643 40.748864940943)
1 WESTERN UNION INTERNATIONAL PLAZA,Comercial,POINT (-74.015557580652 40.705826301323)
NEW YORK FILM ACADEMY CAFE DOWNTOWN,Comercial,POINT (-74.013240313619 40.702118180864)
ROOSEVELT ISLAND POST OFFICE,Gobierno,POINT (-73.946405472232 40.765235458774)
AUDUBON POST OFFICE,Gobierno,POINT (-73.938965773349 40.838563756097)
WALTER MILLER III MEMORIAL GARDEN,Recreativo,POINT (-73.945593365931 40.802964878342)
PHILOSOPHY DAY SCHOOL,Educativo,POINT (-73.962905727614 40.776427544659)
INWOOD HILL PARK GLACIAL POTHOLES,Recreativo,POINT (-73.926438144879 40.87041916671)
LENOX HILL HOSPITAL EINHORN AUDITORIUM,Salud,POINT (-73.960621749758 40.77335163777)
MTSINAI DOCTORS EAST 34TH STREET,Salud,POINT (-73.981810694663 40.747507329703)
SAMUEL CITY HOUSES BUILDING 28,Residencial,POINT (-73.938542397644 40.819123134261)
SMITH HOUSES BUILDING 11,Residencial,POINT (-73.997931889132 40.711553468707)
JORDAN CONSULATE,Gobierno,POINT (-73.970014455596 40.7524544347)
COLUMBIA UNIVERSITY EARL HALL,Educativo,POINT (-73.962767028109 40.808619026755)
COLUMBIA UNIVERSITY MEDICAL CENTER HERBERT IRVING PAVILION,Salud,POINT (-73.943416398811 40.840761897606)
DORA COHEN MEMORIAL PARK,Recreativo,POINT (-73.986975094203 40.714627463725)
NY LIFE BUILDING,Comercial,POINT (-73.985572921098 40.742775702712)
DOW JONES HEADQUARTERS,Comercial,POINT (-73.982062203675 40.758543379915)
GERALDINE SCHOTTENSTEIN CULTURAL CENTER,Educativo,POINT (-73.976283906104 40.745225123209)
PS 59 BEEKMAN HILL INTERNATIONAL SCHOOL,Educativo,POINT (-73.966267373161 40.759144638821)
NYS OMH OUTDOOR PAVILION,Salud,POINT (-73.930063452251 40.787867827762)
CENTRAL PARK EAST GREEN,Recreativo,POINT (-73.968918976523 40.771333131718)
JOHN JAY COLLEGE WESTPORT BUILDING,Educativo,POINT (-73.989662494557 40.768512485231)
METRO NORTH COMMUNITY GARDENS,Recreativo,POINT (-73.943654330178 40.787401484523)
SUNKEN PLAYGROUND,Recreativo,POINT (-73.936119922536 40.837738701833)
IMPERIAL THEATRE,Cultural,POINT (-73.98717610258 40.759184941883)
VENEZUELA MISSION,Gobierno,POINT (-73.968732446505 40.75190794573)
HARMONIE CLUB,Comercial,POINT (-73.972013495455 40.764502202806)
AMC MAGIC JOHNSON HARLEM 9 THEATRE,Cultural,POINT (-73.951787693064 40.809719665283)
POOR RICHARDS PLAYGROUND BASKETBALL,Recreativo,POINT (-73.943280501594 40.792776613015)
BRAZIL MISSION TO UN,Gobierno,POINT (-73.972153987445 40.753493787685)
ASTOR APARTMENTS,Residencial,POINT (-73.981820479755 40.78143897741)
NEW YORK UNIVERSITY WILF HALL,Educativo,POINT (-73.999908883415 40.730907298312)
ITALIAN CULTURAL INSTITUTE,Cultural,POINT (-73.965777479721 40.768966581836)
CENTRAL PARK GREAT LAWN,Recreativo,POINT (-73.966622136614 40.781348019281)
CENTRAL PARK BALLFIELDS CAFE,Comercial,POINT (-73.97592225935 40.77029802624)
EAST RIVER PARK AT E 6 STREET,Recreativo,POINT (-73.974054341597 40.721517859468)
SUNKEN MEADOW FIELD 18,Recreativo,POINT (-73.918604139325 40.794316451696)
CENTRAL PARK CEDAR HILL,Recreativo,POINT (-73.966057700552 40.77727416871)
SAMUEL MHOP III HOUSES,Residencial,POINT (-73.939514236036 40.819488306678)
BRYANT PARK CAROUSEL,Recreativo,POINT (-73.983878455387 40.753417897555)
LUNT FONTANNE THEATRE,Cultural,POINT (-73.9859154311 40.759188035634)
369 REGIMENT ARMORY,Gobierno,POINT (-73.934697273708 40.817601567253)
UNITED ARAB EMIRATES CONSULATE & MISSION TO UN,Gobierno,POINT (-73.969226325533 40.75289149858)
THE CLINTON SCHOOL,Educativo,POINT (-73.992447732269 40.736219701781)
CENTRAL PARK RAMBLE,Recreativo,POINT (-73.969716401061 40.776863163217)
ROCKEFELLER UNIVERSITY HOSPITAL,Salud,POINT (-73.955698612969 40.761895451072)
KENMORE HALL HOTEL,Comercial,POINT (-73.984003198555 40.739531959369)
HUDSON THEATRE MILLENNIUM BROADWAY,Cultural,POINT (-73.984569625533 40.756933488415)
HIGH BRIDGE BATH HOUSE,Recreativo,POINT (-73.934084599938 40.84295943781)
WARDS ISLAND CENTRAL FIELDS BASEBALL 53,Recreativo,POINT (-73.927475248942 40.78741055078)
JOSEPH C SAUER PARK,Recreativo,POINT (-73.979754487947 40.728240572991)
ROCKEFELLER UNIVERSITY SCHOLARS RESIDENCE,Educativo,POINT (-73.957163661141 40.760641144937)
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 3,Residencial,POINT (-73.937845300272 40.837055734436)
NEW YORK UNIVERSITY 7 ST RESIDENCE HALL,Educativo,POINT (-73.988797207477 40.728117956026)
PARKMED PHYSICIANS,Salud,POINT (-73.971817705317 40.749996950141)
PS/IS 187 PLAYGROUND,Recreativo,POINT (-73.936672358743 40.856339502876)
ST NICHOLAS HOUSES,Residencial,POINT (-73.948139572179 40.8119809981)
VLADECK HOUSES BUILDING 14,Residencial,POINT (-73.981350253845 40.712049108089)
CITY COLLEGE MARSHAK BUILDING,Educativo,POINT (-73.949096233514 40.819417952825)
PS 48 PO MICHAEL J BUCZEK,Educativo,POINT (-73.933419624314 40.853472936695)
RANDALLS ISLAND FIELD 71,Recreativo,POINT (-73.930126895121 40.783164054234)
YMCA GROSVENOR NEIGHBORHOOD HOUSE,Recreativo,POINT (-73.966075997323 40.799540877019)
ROCKEFELLER UNIVERSITY IT PAVILION,Educativo,POINT (-73.956767056734 40.76219350686)
WORLD TRADE CENTER E CONCOURSE,Comercial,POINT (-74.010049660861 40.710739746878)
PIER A HARBOR HOUSE,Comercial,POINT (-74.017547663893 40.704440119752)
TAFT HOUSES BUILDING 7,Residencial,POINT (-73.944500997159 40.798383715607)
CENTRAL PARK BETHESDA FOUNTAIN,Recreativo,POINT (-73.970830867363 40.774319637206)
BENNETT PARK,Recreativo,POINT (-73.938107499269 40.852956181948)
HARVARD CLUB,Cultural,POINT (-73.981589036277 40.755706664349)
FULTON HOUSES,Residencial,POINT (-74.004660835616 40.743410968877)
EAST RIVER FIELDS,Recreativo,POINT (-73.933955941422 40.784720901052)
RWANDA MISSION TO UN,Gobierno,POINT (-73.976900484848 40.750720742997)
JOHN T BRUSH STAIRWAY,Recreativo,POINT (-73.939634378078 40.832415955435)
MANHATTANVILLE HOUSES,Residencial,POINT (-73.955340539369 40.816688810107)
NYC MUSEUM SCHOOL,Educativo,POINT (-74.002193741739 40.742376138371)
WEST 4 ST COURTS,Recreativo,POINT (-74.00096747337 40.731194009809)
ANTHOLOGY FILM ARCHIVES,Cultural,POINT (-73.990216765059 40.724711215409)
MANHATTAN CTR AUDITORIUM,Cultural,POINT (-73.994189061346 40.752919714965)
TECUMSEH PLAYGROUND,Recreativo,POINT (-73.978446941126 40.781750540074)
TUNISIA MISSION TO UN,Gobierno,POINT (-73.964415174836 40.753593653698)
MANHATTAN HIGH SCHOOL FOR GIRLS,Educativo,POINT (-73.962832417736 40.768821708264)
MORNINGSIDE GARDENS,Residencial,POINT (-73.958079679524 40.812676023776)
BEDFORD HOTEL,Comercial,POINT (-73.977570359122 40.750243522633)
CENTRAL PARK ALICE IN WONDERLAND STATUE,Recreativo,POINT (-73.966532209414 40.775037842869)
ATMOSPHERE CHARTER SCHOOL,Educativo,POINT (-73.910238303529 40.87511431313)
POLO GROUNDS TOWERS BLDG 4,Residencial,POINT (-73.937629380459 40.832048512195)
1929 BOAT HOUSE,Recreativo,POINT (-73.917671610378 40.873641921463)
HERALD SQUARE HOTEL,Comercial,POINT (-73.987059846539 40.747166560884)
FULTON HOUSES BUILDING 2,Residencial,POINT (-74.005083445156 40.742947981339)
PEACH TREE GARDEN,Recreativo,POINT (-73.981998958993 40.721646877815)
NYU SCHOOL OF MEDICINE SACKLER INSTITUTE OF GRADUATE BIOMEDICAL SCIENCES,Educativo,POINT (-73.977903993192 40.738462034601)
INCARNATION SCHOOL,Educativo,POINT (-73.936009721003 40.844989820758)
NYS OMH MEYER BLDG GAZEBO 2,Salud,POINT (-73.92797752441 40.789751768129)
THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,Educativo,POINT (-73.938857721946 40.807260860068)
WASHINGTON HTS REHAB I & II BUILDING 5,Residencial,POINT (-73.934034158101 40.845398379741)
WALD HOUSES BUILDING 8,Residencial,POINT (-73.976531599501 40.72039676132)
MASARYK TOWERS BUILDING 3,Residencial,POINT (-73.981265946988 40.718339125065)
INTERNATIONAL ACADEMY OF HOPE,Educativo,POINT (-73.95001798076 40.802456974551)
POLAND MISSION TO UN,Gobierno,POINT (-73.972663695127 40.753712403346)
RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,Educativo,POINT (-73.942255428087 40.785269692047)
HIGHBRIDGE PARK,Recreativo,POINT (-73.930580781739 40.84635233161)
CHILD SCHOOL EASTWOOD BUILDING,Educativo,POINT (-73.949085629752 40.762455724136)
HOSPITAL FOR SPECIAL SURGERY EAST RIVER PROFESSIONAL BUILDING,Salud,POINT (-73.952305094891 40.766553493363)
MIDWAY HOTEL,Comercial,POINT (-73.9695114453 40.796917082184)
BARUCH HOUSES BUILDING 16,Residencial,POINT (-73.978811814479 40.718801881489)
SUCCESS ACADEMY CHARTER SCHOOL UPPER WEST,Educativo,POINT (-73.974338609429 40.785871728114)
WESTSIDE THEATRE,Cultural,POINT (-73.992587045098 40.759484419112)
THURGOOD MARSHALL US COURTHOUSE,Gobierno,POINT (-74.002525524114 40.713713211854)
ST MARKS HOTEL,Comercial,POINT (-73.98970047242 40.729264074737)
LONDON TERRACE POST OFFICE,Gobierno,POINT (-74.003554545408 40.748070312437)
JOHNSON HOUSES BUILDING 8,Residencial,POINT (-73.941587347144 40.796589560419)
BARUCH PLAYGROUND,Recreativo,POINT (-73.976703186596 40.717516378965)
BROWNSTONES HOUSES BUILDING 32,Residencial,POINT (-73.969284562544 40.788449771127)
STEM INSTITUTE OF MANHATTAN,Educativo,POINT (-73.955251018832 40.801653861708)
WALD HOUSES BUILDING 15,Residencial,POINT (-73.975297943305 40.720517949001)
HOME INSTRUCTION SCHOOL,Educativo,POINT (-74.006374597316 40.728992405369)
MARBLE HILL HOUSES BUILDING 9,Residencial,POINT (-73.908215905007 40.875191194797)
TRUMP PARC CONDOMINIUM,Residencial,POINT (-73.976833082914 40.765673972026)
WALTER KERR THEATRE,Cultural,POINT (-73.985688555471 40.760687107475)
BARD HIGH SCHOOL EARLY COLLEGE,Educativo,POINT (-73.975996106386 40.718426042932)
WARDS ISLAND CENTRAL FIELDS SOCCER 51,Recreativo,POINT (-73.926556896294 40.788386113394)
BERLITZ SCHOOL W 51 ST,Educativo,POINT (-73.978566725704 40.759402009963)
STRAUS HOUSES,Residencial,POINT (-73.979653047918 40.740969476421)
CENTRAL PARK WEST AREA D,Recreativo,POINT (-73.962809723422 40.79287774494)
VANUATU MISSION TO UN,Gobierno,POINT (-73.971752510202 40.749991337627)
NYC LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,Educativo,POINT (-74.002074591315 40.742527919256)
DOUGLASS REHABS,Residencial,POINT (-73.969104809592 40.799626341503)
FORDHAM U LEON LOWENSTEIN CENTER,Educativo,POINT (-73.985524084242 40.770730341034)
NINE52 BUILDING,Residencial,POINT (-73.989086671558 40.765029245426)
IRELAND TOURIST BOARD,Gobierno,POINT (-73.972635712142 40.757977013964)
INWOOD HILL PARK ISIDOR STRAUS MANSION,Recreativo,POINT (-73.925846462401 40.874325422443)
ORCHARD ALLEY GARDEN,Recreativo,POINT (-73.978425980627 40.721382360696)
SMITH HOUSES BUILDING 9,Residencial,POINT (-73.998674302744 40.710733524439)
